id,title,authors,genres_primary,age_rating,pages,price_vnd,year,introduction,short_summary,publisher,rating_avg,stocks
FI004,Dế Mèn Phiêu Lưu Ký,Tô Hoài,Fiction,10,300,80000,1955,"Tác phẩm miêu tả cuộc phiêu lưu của một chú Dế Mèn qua thế giới loài vật và loài người. Những vấn đề nóng hổi như là: cái thiện và cái ác, chiến tranh và hòa bình, lí tưởng và lẽ sống được thể hiện một cách nhẹ nhàng, tinh tế mà sâu sắc.

Cậy mình là chàng dế cường tráng, Mèn dương dương tự đắc, cho mình là tay ghê gớm. Trải qua hai bài học đắt giá là cái chết của của dế Choắt và bị bác Xiến Tóc cắt đứt mất hai sợi râu mượt óng mà Mèn mới tỉnh ngộ, hiểu ra thế nào là lòng nhân ái và cái giá phải trả cho sự ngông nghênh của mình. Từ đó Mèn quyết chí đi chu du thiên hạ, chí hướng của Mèn càng được củng cố sau khi chú làm được việc có ích đầu tiên trong đời đó là cứu giúp chị Nhà Trò yếu đuối thoát nạn lũ nhện hung ác. Không những thế chú còn được sự ủng hộ hết lòng của mẹ kính yêu và kết giao được với người bạn tri kỉ là Dế Trũi.

Từ đây cuộc đời Mèn rẽ lối sang một trang hoàn toàn mới mẻ, các em có muốn khám phá tiếp không nào? Mèn đã trải qua những cuộc phiêu lưu vào thế giới các loài vật, vượt qua cơ man nào là rủi ro và biến cố, nhưng từng bước Mèn vươn lên tự điều chỉnh, tự nhận thức để trở thành con người giàu lí tưởng và ham hiểu biết với bản lĩnh kiên cường của một trai tráng đầu đội trời chân đập đất.

Chúng ta sẽ được lạc vào thế giới loài vật gần gũi, thân thương với toàn những con vật gắn chặt với đời sống thôn quê dân dã như: bác Xiến Tóc, Võ sĩ bọ ngựa, Châu Chấu Voi, Ếch Cốm, Chuồn Chuồn…","Câu chuyện trưởng thành của Dế Mèn – một chàng dế trẻ bồng bột nhưng giàu nghĩa khí. Sau bài học cay đắng vì sự kiêu ngạo của mình, Dế Mèn bắt đầu chuyến phiêu lưu qua nhiều vùng đất, gặp gỡ đủ loại sinh vật và chứng kiến bao mảnh đời khác nhau. Hành trình ấy giúp cậu hiểu về trách nhiệm, tình bạn, lòng dũng cảm và tinh thần đoàn kết. Đây là một tác phẩm giàu tính nhân văn, đầy màu sắc và trí tưởng tượng.",NXB Kim Đồng,4.28,540
FN002,Bí mật tư duy triệu phú,T. Harv Eker,Finance,16,293,139000,2016,"""Ai cũng có một cuộc sống, ai cũng làm việc cần cù, ai cũng ước mơ được thành công, nhưng không mấy ai may mắn học được cách tư duy độc đáo và tầm nhìn của những tỷ phú lừng danh đã tiết lộ trong cuốn sách giá trị này...""

(Wall Street Journal)

Trong cuốn sách này T. Harv Eker sẽ tiết lộ những bí mật tại sao một số người lại đạt được những thành công vượt bậc, được số phận ban cho cuộc sống sung túc, giàu có, trong khi một số người khác phải chật vật, vất vả mới có một cuộc sống qua ngày. Bạn sẽ hiểu được nguồn gốc sự thật và những yếu tố quyết định thành công, thất bại để rồi áp dụng, thay đổi cách suy nghĩ, lên kế hoạch rồi tìm ra cách làm việc, đầu tư, sử dụng nguồn tài chính của bạn theo hướng hiệu quả nhất.",Thay đổi tư duy về tiền bạc để thay đổi vận mệnh tài chính cá nhân.,NXB Tổng Hợp,4.22,680
NF004,Thiết kế cuộc đời,Bill Burnett & Dave Evans,Nonfiction,16,300,139000,2016,"Bạn đang ""mắc kẹt"" trong một công việc không hạnh phúc? Bạn đau đầu vì chuyện tiền bạc? Bạn bế tắc vì cuộc sống gia đình? Cuộc sống này vốn nhiều thăng trầm, trắc trở. Ai cũng phải chật vật với vô số câu hỏi về cuộc đời, công việc, ý nghĩa và mục đích sống. Có những vấn đề kéo dài dai dẳng trong hàng năm trời, đôi khi khiến chúng ta cảm thấy như không thể tìm được lối

Trong ""Thiết kế một cuộc đời đáng sống"", Bill Burnett và Dave Evans - những chuyên gia về thiết kế sản phẩm từ đại học Stanford danh tiếng - đưa ra một cách nhìn khác lạ về những vấn đề tréo ngoe của cuộc sống: Góc nhìn của một nhà thiết kế sản phẩm.

Nói cách khác, Bill và Dave hướng dẫn bạn giải quyết các vấn đề và ""thiết kế"" cuộc sống như cách các nhà sáng tạo đã tạo nên bàn chải đánh răng, những chiếc máy tính của Apple hay một chiếc xe Ferrari. Qua đó, bạn học cách suy nghĩ như một nhà thiết kế, biết cách động não, thử nghiệm ý tưởng, ứng biến với mỗi câu hỏi mà cuộc sống đưa ra, qua đó tìm ra giải pháp thật sự hiệu quả.

5 kiểu tư duy căn bản được giới thiệu đến bao gồm: Tính hiếu kỳ, sự thử nghiệm, việc tái định dạng những niềm tin sai lệch, việc chú tâm vào quá trình, sự cộng tác. Bên cạnh đó, những công cụ, ý tưởng về quản lý cuộc sống được các tác giả giới thiệu - như bản đánh giá các khía cạnh cuộc sống hay bài tập nhật ký cảm xúc - hứa hẹn sẽ rất hữu ích.

Đọc ""Thiết kế một cuộc đời đáng sống"", bạn đọc sẽ gặp những người trẻ lạc lối, những nhân vật ""chưa biết phải làm gì với cuộc đời mình"", những con người tài giỏi nhưng gặp khủng hoảng trong sự nghiệp, cuộc số Với mỗi câu chuyện và vấn đề, các tác giả ứng dụng phương pháp tư duy thiết kế để giải quyết, từ đó bạn sẽ học được cách áp dụng kiểu tư duy này vào giải quyết vấn đề của chính mình.

""Không quan trọng bạn là ai, làm công việc gì, đã có tuổi hay vẫn còn trẻ, bạn có thể sử dụng chính phương pháp tư duy đã tạo ra những công nghệ, sản phẩm và không gian tuyệt vời để thiết kế sự nghiệp và cuộc sống của mình"". Bill Burnett và Dave Evans đã dạy cho hàng nghìn sinh viên Stanford về tư duy thiết kế và cách thiết kế cuộc sống. Cuốn sách lọt vào danh sách bestseller của New York Times này đã giúp rất nhiều người trên thế giới bước ra khỏi vòng lẩn quẩn của cuộc đời để sống hạnh phúc.

Hãy để ""Thiết kế một cuộc đời đáng sống"" đồng hành cùng bạn trong hành trình xây dựng nên một cuộc sống thú vị, ý nghĩa và trọn vẹn.",Làm thế nào thiết kế cuộc sống sự nghiệp ý nghĩa bằng phương pháp thiết kế sản phẩm.,NXB Trẻ,3.9,410
CL001,Những người khốn khổ,Victor Hugo,Classic,18,2306,450000,1862,"Những người khốn khổ (Les Misérables) là tiểu thuyết của văn hào Pháp Victor Hugo, được xuất bản năm 1862. Tác phẩm được đánh giá là một trong những tiểu thuyết nổi tiếng nhất của nền văn học thế giới thế kỷ 19.

Những người khốn khổ là câu chuyện về xã hội nước Pháp trong khoảng hơn 20 năm đầu thế kỷ 19 kể từ thời điểm Napoléon I lên ngôi và vài thập niên sau đó. Nhân vật chính của tiểu thuyết là Jean Valjean, một cựu tù khổ sai tìm cách chuộc lại những lỗi lầm gây ra thời trai trẻ. Bộ tiểu thuyết không chỉ nói tới bản chất của cái tốt, cái xấu, của luật pháp, mà tác phẩm còn là cuốn bách khoa thư đồ sộ về lịch sử, kiến trúc của Paris, nền chính trị, triết lý, luật pháp, công lý, tín ngưỡng của nước Pháp nửa đầu thế kỷ 19. Chính nhà văn Victor Hugo cũng đã viết cho người biên tập rằng: ""Tôi có niềm tin rằng đây sẽ là một trong những tác phẩm đỉnh cao, nếu không nói là tác phẩm lớn nhất, trong sự nghiệp cầm bút của mình"".","Thiên tiểu thuyết lịch sử về nỗi đau, công lý và nhân văn tại Pháp thế kỷ XIX.",NXB Văn nghệ,4.21,98
CL002,Hoàng tử bé,Antoine de Saint-Exupéry,Classic,10,104,50000,1943,"Hoàng tử bé được viết ở New York trong những ngày tác giả sống lưu vong và được xuất bản lần đầu tiên tại New York vào năm 1943, rồi đến năm 1946 mới được xuất bản tại Pháp. Không nghi ngờ gì, đây là tác phẩm nổi tiếng nhất, được đọc nhiều nhất và cũng được yêu mến nhất của Saint-Exupéry. Cuốn sách được bình chọn là tác phẩm hay nhất thế kỉ 20 ở Pháp, đồng thời cũng là cuốn sách Pháp được dịch và được đọc nhiều nhất trên thế giới. Với 250 ngôn ngữ dịch khác nhau kể cả phương ngữ cùng hơn 200 triệu bản in trên toàn thế giới, Hoàng tử bé được coi là một trong những tác phẩm bán chạy nhất của nhân loại.

Ở Việt Nam, Hoàng tử bé được dịch và xuất bản khá sớm. Từ năm 1966 đã có đồng thời hai bản dịch: Hoàng tử bé của Bùi Giáng do An Tiêm xuất bản và Cậu hoàng con của Trần Thiện Đạo do Khai Trí xuất bản. Từ đó đến nay đã có thêm nhiều bản dịch Hoàng tử bé mới của các dịch giả khác nhau. Bản dịch Hoàng tử bé lần này, xuất bản nhân dịp kỷ niệm 70 năm Hoàng tử bé ra đời, cũng là ấn bản đầu tiên được Gallimard chính thức chuyển nhượng bản quyền tại Việt Nam, hy vọng sẽ góp phần làm phong phú thêm việc dịch và tiếp nhận tác phẩm quan trọng này với các thế hệ độc giả.","Câu chuyện giản dị, giàu triết lý về tình bạn, tình yêu và sự trưởng thành.",NXB Hội nhà văn,4.33,500
SF005,Bí mật của may mắn,Álex Rovira Celma,Self-help,16,152,58000,2006,"Câu chuyện trong Bí Mật của May Mắn hấp dẫn như thần thoại với những chân lý thực tế và vĩnh hằng của cuộc sống mang lại cho người đọc niềm tin, hy vọng, những trải nghiệm và lý giải tại sao một số người luôn gặp được may mắn trong khi những người khác lại không có. Cuốn sách đã mang đến cho độc giả một cái nhìn thú vị và sâu sắc về những điều kiện cần thiết để tạo ra - và duy trì - sự may mắn trong mỗi cuộc đời chúng ta.

Bí Mật của May Mắn kể về một câu chuyện đầy cảm động giữa hai ông già, Max và Jim, khi họ tình cờ gặp nhau ở công viên trung tâm sau 50 năm xa cách. Trong khi Max đã gặt hái được những thành công và hạnh phúc tràn đầy trong cuộc đời mình từ sự khởi đầu vô cùng khó khăn, từ hai bàn tay trắng, thì Jim lại không thể làm được điều đó, dù rằng sự khởi đầu của ông đã được cuộc sống ưu đãi rất nhiều. Bí quyết thành công và may mắn của Max nằm ở câu chuyện kỳ diệu từ người ông đã kể lại cho Max từ nhiều năm trước. Câu chuyện đó thật kỳ bí và có sắc thái gợi nhớ đến những nhà giả kim, hiền triết xa xưa, chỉ ra bí mật, cách nắm bắt các cơ hội và gặt hái thành công trong cuộc sống. Trong đoạn kết đầy bất ngờ, Good Luck tạo ra một chu trình khép kín, mang lại sự khích lệ, những hướng dẫn cách thực hiện và trọn vẹn với một câu chuyện đầy cuốn hút. Đây thực sự là một món quà đặc biệt, thú vị và đầy cảm hứng mà Alex Rovira và Fernando Trías de Bes đã mang đến cho chúng ta.

Cuốn sách sẽ là người bạn chia sẻ chân thành nhất của bạn trong những thời điểm khó khăn, thất bại hay khi đối đầu với thử thách để vươn lên tìm được niềm tin, tình yêu, ước mơ và hạnh phúc cuộc sống.",Nghiên cứu về thế nào may mắn hoạt động và cách tăng cơ hội tốt lành.,NXB Tổng Hợp,4.1,320
PS001,Tâm lý học đám đông,Gustave Le Bon,Psychology,18,251,99000,1895,"Trong kiệt tác sáng rõ và sinh động này, Gustave Le Bon soi sáng những hoạt động vô thức - phi lý trí của các suy nghĩ tập thể cùng cảm xúc đám đông, qua đó đặt tư tưởng của đám đông đối nghịch với tư duy tự do và lý trí độc lập của các cá nhân. Ông chỉ ra bằng cách nào hành vi của một cá nhân lại có thể tác động đến đám đông.
Có rất nhiều sự thật được gợi mở nếu ta thấu hiểu về tâm lý đám đông, như Le Bon khẳng định: ""Kiến thức vê ngành khoa học này soi rọi rất nhiều hiện tượng lịch sử và kinh tế, mà nếu thiếu nó thì những hiện tượng đó sẽ hoàn toàn không thể hiểu được.""","Phân tích hành vi tập thể, ảnh hưởng của đám đông đến quyết định và chính trị.",NXB Thế giới,3.8,210
HO001,Sự im lặng của bầy cừu,Thomas Harris,Horror,18,347,159000,1988,"Những cuộc phỏng vấn ở xà lim với kẻ ăn thịt người ham thích trò đùa trí tuệ, những tiết lộ nửa chừng hắn chỉ dành cho kẻ nào thông minh, những cái nhìn xuyên thấu thân phận và suy tư của cô mà đôi khi cô muốn lảng tránh... Clarice Starling đã dấn thân vào cuộc điều tra án giết người lột da hàng loạt như thế, để rồi trong tiếng bức bối của chiếc đồng hồ đếm ngược về cái chết, cô phải vật lộn để chấm dứt tiếng kêu bao lâu nay vẫn đeo đẳng giấc mơ mình: tiếng kêu của bầy cừu sắp bị đem đi giết thịt.

Sự im lặng của bầy cừu hội tụ đầy đủ những yếu tố làm nên một cuốn tiểu thuyết trinh thám kinh dị xuất sắc nhất: không một dấu vết lúng túng trong những chi tiết thuộc lĩnh vực chuyên môn, với các tình tiết giật gân, cái chết luôn lơ lửng, với cuộc so găng của những bộ óc lớn mà không có chỗ cho kẻ ngu ngốc để cuộc chơi trí tuệ trở nên dễ dàng. Bồi đắp vào cốt truyện lôi cuốn đó là cơ hội được trải nghiệm trong trí não của cả kẻ gây tội lẫn kẻ thi hành công lý, khi mỗi bên phải vật vã trong ngục tù của đau đớn để tìm kiếm, khẩn thiết và liên tục, một sự lắng dịu cho tâm hồn.","Tiểu thuyết trinh thám rùng rợn, cuộc đối đầu tâm lý kịch tính với kẻ sát nhân.",NXB Hội nhà văn,4.26,540
FI005,Mắt Biếc,Nguyễn Nhật Ánh,Fiction,13,298,100000,1990,"Một tác phẩm được nhiều người bình chọn là hay nhất của nhà văn này. Một tác phẩm đang được dịch và giới thiệu tại Nhật Bản (theo thông tin từ các báo)… Bởi sự trong sáng của một tình cảm, bởi cái kết thúc rất, rất buồn khi suốt câu chuyện vẫn là những điều vui, buồn lẫn lộn (cái kết thúc không như mong đợi của mọi người). Cũng bởi, mắt biếc… năm xưa nay đâu (theo lời một bài hát).","Câu chuyện dịu dàng và đầy day dứt về Ngạn – chàng trai dành cả tuổi trẻ yêu thầm cô bạn thuở nhỏ tên Hà Lan. Tình yêu chân thành nhưng đơn phương ấy kéo dài suốt những năm tháng trưởng thành, xen lẫn tiếc nuối, khao khát và vẻ đẹp trong trẻo của miền quê thuở ấy. Đây là hành trình về ký ức, sự trưởng thành và nỗi buồn đẹp của những điều không thể nắm giữ.",NXB Trẻ,4.06,420
SF006,Nghệ thuật giao tiếp để thành công,Leil Lowndes,Self-help,16,400,98000,1998,"Bạn có bao giờ ngưỡng mộ những người thành đạt, những người dường như “có tất cả” chưa? Bạn thấy họ thật tự tin trong các cuộc gặp gỡ làm ăn hay luôn là người dẫn dắt không khí các bữa tiệc. Họ là người có công việc tốt nhất, có người bạn đời tuyệt vời nhất, có nhiều bạn bè tốt…có tài khoản thật lớn trong ngân hàng. Vì sao họ đạt được những điều đó? Phải chăng họ có đôi tay của vua Midas chạm vào bất cứ đâu mọi thứ đều biến thành vàng? Hay họ được ban tặng nhiều hơn? Không phải vậy. Nhiều người trong số họ không hề thông minh hơn, thậm chí cũng chẳng ưa nhìn hơn bạn! Đạt được kết quả đáng mơ ước đó là do những người thành đạt thường có kỹ năng giao tiếp, ứng xử khéo léo hơn người khác. Ai trong chúng ta cũng tiềm ẩn kỹ năng này, người có nhiều, người có ít, người nào có nhiều thì gặt hái thành công trong cuộc sống.

Trong cuốn sách này, với 92 thủ thuật đơn giản mà hiệu quả, Leil Lowndes sẽ giúp bạn khám phá và rèn luyện các kỹ năng để: Tạo một khởi đầu ấn tượng và gặp được những người bạn muốn Hòa nhập linh hoạt vào bất cứ nhóm nào, dù giữa bạn và họ ít tương đồng đến đâu Sử dụng ngôn ngữ cơ thể để lôi cuốn người nghe Trở thành nhân vật trung tâm tại mọi bữa tiệc Luôn tự tin, đáng tin cậy và gây ảnh hưởng ở mọi nơi.",Các nguyên tắc căn bản để tạo ấn tượng tốt và ảnh hưởng người khác hiệu quả.,NXB Lao Động - Xã Hội,3.67,122
FI006,Cuộc đời Pi,Yann Martel,Fiction,13,453,135000,2001,"Sau vụ đắm tàu bi thảm, Pi, cậu bé 16 tuổi con một giám đốc sở thú cùng gia đình đi Canada, thấy mình là kẻ sống sót duy nhất trên một chiếc xuồng cứu nạn nhỏ bé dập dềnh giữa Thái Bình Dương. Cùng với một con ngựa vằn đau khổ (gẫy một chân), một con linh cẩu lông đốm độc ác liên tục kêu yip yip, một con đười ươi cái nôn ọe vì say sóng và đặc biệt một con hổ Bengal nặng 450 pound, Pi đã lang thang trên đại dương suốt 227 ngày, hy vọng rồi tuyệt vọng, trải qua những điều hài hước nhất, kinh khủng nhất, hoang tưởng nhất, đáng sợ nhất...mà một con người có thể gặp trong đời. Trí tưởng tượng không giới hạn, vốn hiểu biết dày dặn, sự trải nghiệm sâu rộng, nghệ thuật kể chuyện bậc thầy, đó là những yếu tố đã giúp Yann Martel viết nên một trong những cuốn sách đáng đọc nhất của văn học thế giới đương đại.","Chuyến phiêu lưu của cậu bé và con hổ trên biển, câu chuyện về đức tin và sinh tồn.",NXB Văn học,3.94,890
FN003,Người bán hàng vĩ đại,Og Mandino,Finance,16,127,79000,1968,"""Người Bán Hàng Vĩ Đại Nhất Thế Giới"" của Og Mandino là một hành trình dài về câu chuyện của Hafid, một cậu bé lạc đà nghèo, ở Jerusalem cổ đại. Người thanh niên đã học được từ một thương nhân giàu có và thành công về những bí quyết để trở thành một người bán hàng vĩ đại.

Cuốn sách này được gói gọn trong mười cuốn da dê giúp bạn trở thành một Người bán hàng vĩ đại nhất thế giới, tuy nhiên nó không chỉ dạy bạn cách “bán hàng”, mà nó còn là một cuốn sách dạy bạn làm người, giúp bạn trở thành người “vĩ đại nhất” trong lĩnh vực mà mình đã chọn. Nội dung cuốn sách này được đúc rút từ những kinh nghiệm xương máu mà nhờ đó nó đã biến các ước mơ của cổ nhân thành hiện thực chứ không phải do một cá nhân nào đó tưởng tượng ra trong khi lại chưa được thực nghiệm kiểm chứng cả. Mỗi người đều có quyền tự do lựa chọn con đường để thực hiện giấc mơ của mình tuỳ thuận với nhận thức riêng của họ. Quyển sách này là một trong những con đường có thể giúp bạn đạt được ước mơ của mình. Cho đến nay, “Người bán hàng vĩ đại nhất Thế giới” được dịch ra 25 ngôn ngữ và đã bán ra hơn 50 triệu bản, trở thành cuốn sách bán chạy nhất Thế giới.

""Người Bán Hàng Vĩ Đại Nhất Thế Giới"" có một cốt truyện rất độc đáo và thú vị cùng văn phong tài tình và cuốn hút. Mỗi người trong chúng ta đều là một nhà kinh doanh, dù ta thuộc ngành nghề nào. Bởi vì quan trọng nhất là ta phải tiếp thị được bản thân mình cho chính mình, chỉ khi đó ta mới tìm được hạnh phúc và sự bình yên trong tâm hồn. Hãy đọc thật cẩn thận, tiếp thu và lưu từng chi tiết trong cuốn sách này, và nó sẽ giúp bất cứ người nào trở thành nhà kinh doanh tài ba nhất.",Những nguyên tắc bán hàng và quảng cáo hiệu quả từ góc nhìn chuyên gia.,NXB Tổng Hợp,4.21,430
SF007,Đời ngắn đừng ngủ dài,Robin Sharma,Self-help,16,228,88000,2007,"“Mọi lựa chọn đều giá trị. Mọi bước đi đều quan trọng. Cuộc sống vẫn diễn ra theo cách của nó, không phải theo cách của ta. Hãy kiên nhẫn. Tin tưởng. Hãy giống như người thợ cắt đá, đều đặn từng nhịp, ngày qua ngày. Cuối cùng, một nhát cắt duy nhất sẽ phá vỡ tảng đá và lộ ra viên kim cương. Người tràn đầy nhiệt huyết và tận tâm với việc mình làm không bao giờ bị chối bỏ. Sự thật là thế.”

Bằng những lời chia sẻ thật ngắn gọn, dễ hiểu về những trải nghiệm và suy ngẫm trong đời, Robin Sharma tiếp tục phong cách viết của ông từ cuốn sách Điều vĩ đại đời thường để mang đến cho độc giả những bài viết như lời tâm sự, vừa chân thành vừa sâu sắc.","Lời nhắc sống trọn vẹn, quản lý thời gian và phát triển bản thân mỗi ngày.",NXB Trẻ,3.9,670
FI007,Cây cam ngọt của tôi,José Mauro de Vasconcelos,Fiction,13,240,98000,1968,"“Vị chua chát của cái nghèo hòa trộn với vị ngọt ngào khi khám phá ra những điều khiến cuộc đời này đáng sống… một tác phẩm kinh điển của Brazil.”
– Booklist

“Một cách nhìn cuộc sống gần như hoàn chỉnh từ con mắt trẻ thơ… có sức mạnh sưởi ấm và làm tan nát cõi lòng, dù người đọc ở lứa tuổi nào.”
– The National

Hãy làm quen với Zezé, cậu bé tinh nghịch siêu hạng đồng thời cũng đáng yêu bậc nhất, với ước mơ lớn lên trở thành nhà thơ cổ thắt nơ bướm. Chẳng phải ai cũng công nhận khoản “đáng yêu” kia đâu nhé. Bởi vì, ở cái xóm ngoại ô nghèo ấy, nỗi khắc khổ bủa vây đã che mờ mắt người ta trước trái tim thiện lương cùng trí tưởng tượng tuyệt vời của cậu bé con năm tuổi.

Có hề gì đâu bao nhiêu là hắt hủi, đánh mắng, vì Zezé đã có một người bạn đặc biệt để trút nỗi lòng: cây cam ngọt nơi vườn sau. Và cả một người bạn nữa, bằng xương bằng thịt, một ngày kia xuất hiện, cho cậu bé nhạy cảm khôn sớm biết thế nào là trìu mến, thế nào là nỗi đau, và mãi mãi thay đổi cuộc đời cậu.

Mở đầu bằng những thanh âm trong sáng và kết thúc lắng lại trong những nốt trầm hoài niệm, Cây cam ngọt của tôi khiến ta nhận ra vẻ đẹp thực sự của cuộc sống đến từ những điều giản dị như bông hoa trắng của cái cây sau nhà, và rằng cuộc đời thật khốn khổ nếu thiếu đi lòng yêu thương và niềm trắc ẩn. Cuốn sách kinh điển này bởi thế không ngừng khiến trái tim người đọc khắp thế giới thổn thức, kể từ khi ra mắt lần đầu năm 1968 tại Brazil.",Câu chuyện cảm động về Zezé – cậu bé nghèo nhưng giàu trí tưởng tượng – và hành trình trưởng thành đầy nỗi đau xen lẫn sự ấm áp của tình yêu thương.,NXB Hội nhà văn,4.38,230
FI008,Chuyện con mèo dạy hải âu bay,Luis Sepúlveda,Fiction,10,144,60000,1996,"Cô hải âu Kengah bị nhấn chìm trong váng dầu – thứ chất thải nguy hiểm mà những con người xấu xa bí mật đổ ra đại dương. Với nỗ lực đầy tuyệt vọng, cô bay vào bến cảng Hamburg và rơi xuống ban công của con mèo mun, to đùng, mập ú Zorba. Trong phút cuối cuộc đời, cô sinh ra một quả trứng và con mèo mun hứa với cô sẽ thực hiện ba lời hứa chừng như không tưởng với loài mèo:

Không ăn quả trứng.
Chăm sóc cho tới khi nó nở.
Dạy cho con hải âu bay.

Lời hứa của một con mèo cũng là trách nhiệm của toàn bộ mèo trên bến cảng, bởi vậy bè bạn của Zorba bao gồm ngài mèo Đại Tá đầy uy tín, mèo Secretario nhanh nhảu, mèo Einstein uyên bác, mèo Bốn Biển đầy kinh nghiệm đã chung sức giúp nó hoàn thành trách nhiệm. Tuy nhiên, việc chăm sóc, dạy dỗ một con hải âu đâu phải chuyện đùa, sẽ có hàng trăm rắc rối nảy sinh và cần có những kế hoạch đầy linh hoạt được bàn bạc kỹ càng…

Chuyện con mèo dạy hải âu bay là kiệt tác dành cho thiếu nhi của nhà văn Chi Lê nổi tiếng Luis Sepúlveda – tác giả của cuốn Lão già mê đọc truyện tình đã bán được 18 triệu bản khắp thế giới. Tác phẩm không chỉ là một câu chuyện ấm áp, trong sáng, dễ thương về loài vật mà còn chuyển tải thông điệp về trách nhiệm với môi trường, về sự sẻ chia và yêu thương cũng như ý nghĩa của những nỗ lực – “Chỉ những kẻ dám mới có thể bay”.

Cuốn sách mở đầu cho mùa hè với minh họa dễ thương, hài hước là món quà dành cho mọi trẻ em và người lớn.","Một chú mèo nhận lời hứa dạy một chú hải âu mồ côi biết bay, mang thông điệp đẹp về tình yêu thương, trách nhiệm và niềm tin vào điều tưởng chừng không thể.",NXB Hội nhà văn,4.23,150
FI009,Mật mã Da Vinci,Dan Brown,Fiction,16,537,199000,2003,"Trong khi đang công tác ở Paris, nhà biểu tượng học của trường Đại học Harvard, Robert Langdon nhận được một cuộc điện thoại khẩn cấp lúc tối muộn. Người quản lý lớn tuổi của bảo tàng Louvre đã bị sát hại trong bảo tàng, một mật mã khó hiểu được tìm thấy gần thi thể nạn nhân. Khi Langdon và nhà mật mã học người Pháp tài năng, Sphie Neveu, giải mã những bí ẩn kỳ quái này, họ đã hết sức sửng sốt khi phát hiện ra một chuỗi các manh mối được giấu trong các tác phẩm của Da Vinci những đầu mối rõ ràng để mọi người nhìn thấy nhưng lại được nguỵ trang một cách tài tình bởi người hoạ sĩ.

Sự khẩn cấp tăng lên khi Langdon hé mở một mối liên hệ làm người ta phải giật mình: Người quản lý quá cố tham gia Tu viện của dân Do Thái - một tổ chức bí mật có thật mà trong số các thành viên của nó cả Ngài Isaac Newton, Bottcelli, Victor Hugo, và Da Vinci. Langdon có linh cảm rằng họ đang theo đuổi một bí mật lịch sử gây kinh ngạc, đã chứng minh trong nhiều thế kỷ là sáng tỏ và cũng rất nguy hiểm. Trong cuộc chạy đua điên cuồng qua Pari và các nơi khác, Langdon và Neveu nhận thấy rằng học đang đối chọi với một kẻ buôn đồ cổ đầy thế lực giấu mặt, hắn luôn xuất hiện để chặn trước mọi hàng động của họ. Trừ khi họ có thể giải mã câu đố hóc búa ấy, nếu không bí mật của Tu viện - và một sự thật lịch sử gây chấn động - sẽ biến mất mãi mãi.",Cuộc đua giải mã bí mật lịch sử ẩn trong các tác phẩm nghệ thuật và tôn giáo.,NXB Văn hóa Thông tin,3.93,4
